person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,PD,Risk_Tier,EAD,LGD,Expected_Loss
24,75000,MORTGAGE,7.0,PERSONAL,B,15000,11.58,0,0.2,N,3,0.21186660601422874,High,15000,0.45,1430.099590596044
26,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3000,9.63,0,0.04,N,3,0.13329320010590678,Medium,3000,0.45,179.94582014297416
25,75000,MORTGAGE,1.0,VENTURE,A,6000,9.63,0,0.08,N,4,0.049285009881680435,Low,6000,0.45,133.06952668053717
25,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15000,9.63,0,0.2,N,3,0.21080160892132402,High,15000,0.45,1422.9108602189372
22,75000,MORTGAGE,3.0,PERSONAL,A,5600,8.0,0,0.07,N,2,0.07453459997244384,Medium,5600,0.45,187.82719193055848
22,79000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.13,N,2,0.24165404196327323,High,10000,0.45,1087.4431888347297
22,74000,RENT,2.0,PERSONAL,A,10000,7.51,1,0.14,N,2,0.19103120986151606,High,10000,0.45,859.6404443768223
24,80000,RENT,0.0,EDUCATION,C,10000,,0,0.13,Y,4,0.2604519267669083,High,10000,0.45,1172.0336704510873
23,75000,MORTGAGE,0.0,EDUCATION,A,3200,8.0,0,0.04,N,3,0.05357858195951495,Medium,3200,0.45,77.15315802170153
22,80000,RENT,5.0,EDUCATION,C,10000,14.27,0,0.13,N,2,0.3000010648635305,High,10000,0.45,1350.0047918858872
23,75000,MORTGAGE,8.0,EDUCATION,D,3000,14.11,0,0.04,N,3,0.5214985022549679,High,3000,0.45,704.0229780442066
23,75000,MORTGAGE,4.0,MEDICAL,C,16800,13.47,0,0.22,N,4,0.35650192194263075,High,16800,0.45,2695.1545298862884
25,75000,MORTGAGE,9.0,VENTURE,C,5000,13.79,0,0.07,Y,4,0.10006273474166186,Medium,5000,0.45,225.14115316873918
23,80000,RENT,5.0,PERSONAL,A,10000,8.49,0,0.13,N,2,0.18203384335211,High,10000,0.45,819.1522950844951
22,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.11,N,2,0.2151496186020422,High,8000,0.45,774.538626967352
22,80000,RENT,6.0,PERSONAL,A,10000,8.49,0,0.13,N,4,0.18301165787061074,High,10000,0.45,823.5524604177484
24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,12.21,0,0.2,N,3,0.2952440419330909,High,15000,0.45,1992.8972830483635
26,80000,RENT,2.0,EDUCATION,A,10000,8.49,0,0.13,N,4,0.1514174902723343,High,10000,0.45,681.3787062255044
25,80000,RENT,0.0,MEDICAL,B,10000,10.37,0,0.13,N,2,0.3118623096638263,High,10000,0.45,1403.3803934872183
24,74000,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.54,1,0.14,N,2,0.9013920670837707,High,10000,0.45,4056.2643018769686
25,80000,RENT,3.0,VENTURE,B,10000,11.12,0,0.13,N,3,0.155156484237287,High,10000,0.45,698.2041790677916
22,75000,OWN,6.0,EDUCATION,A,4800,8.0,0,0.06,N,2,0.012338719101568512,Low,4800,0.45,26.65163325938799
26,80000,RENT,1.0,PERSONAL,C,10000,12.73,0,0.13,Y,4,0.3296645658606476,High,10000,0.45,1483.4905463729142
23,75000,OWN,7.0,EDUCATION,B,15000,11.14,0,0.2,N,4,0.04081890304984175,Low,15000,0.45,275.52759558643186
24,69000,MORTGAGE,1.0,EDUCATION,B,4900,10.96,1,0.07,N,2,0.09994814765499992,Medium,4900,0.45,220.38566557927481
25,75000,MORTGAGE,9.0,VENTURE,D,7500,12.61,0,0.1,Y,4,0.4733380918537435,High,7500,0.45,1597.5160600063844
23,75000,MORTGAGE,0.0,EDUCATION,A,6000,8.0,0,0.08,N,2,0.06595350375532966,Medium,6000,0.45,178.07446013939008
25,74000,RENT,3.0,VENTURE,F,10000,18.43,1,0.14,Y,3,0.8669432155033161,High,10000,0.45,3901.2444697649225
24,80000,RENT,5.0,VENTURE,B,10000,11.14,0,0.13,N,4,0.1558988405165101,High,10000,0.45,701.5447823242954
23,75000,MORTGAGE,2.0,VENTURE,E,19600,15.13,0,0.26,N,3,0.7570616607389827,High,19600,0.45,6677.283847717828
23,75000,MORTGAGE,0.0,MEDICAL,C,9500,,0,0.13,Y,4,0.24497678837245077,High,9500,0.45,1047.275770292227
25,75000,MORTGAGE,9.0,PERSONAL,C,10000,11.34,0,0.13,Y,2,0.18466925983637303,High,10000,0.45,831.0116692636786
26,69000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,,1,0.36,N,3,0.576176851858687,High,25000,0.45,6481.989583410229
24,80004,RENT,3.0,EDUCATION,A,10000,6.62,0,0.12,N,2,0.12099026253793416,Medium,10000,0.45,544.4561814207037
24,80004,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.12,N,4,0.2658977157067864,High,10000,0.45,1196.5397206805387
25,80004,RENT,5.0,EDUCATION,B,10000,9.62,0,0.12,N,4,0.181454663477459,High,10000,0.45,816.5459856485656
23,69000,MORTGAGE,0.0,PERSONAL,B,2500,9.64,1,0.04,N,3,0.09917648957253368,Medium,2500,0.45,111.5735507691004
23,75000,OWN,7.0,EDUCATION,D,12000,12.49,0,0.16,N,4,0.26475565861056627,High,12000,0.45,1429.680556497058
23,80038,RENT,3.0,PERSONAL,B,10000,10.59,0,0.12,N,2,0.22841856005485808,High,10000,0.45,1027.8835202468615
25,75181,MORTGAGE,9.0,MEDICAL,A,6000,7.51,0,0.08,N,4,0.10366867014079689,Medium,6000,0.45,279.90540938015164
24,75200,OWN,5.0,EDUCATION,A,6500,7.14,0,0.09,N,2,0.014182190227082439,Low,6500,0.45,41.48290641421613
24,75360,OWN,4.0,VENTURE,A,7000,7.49,0,0.09,N,3,0.009119306761138419,Low,7000,0.45,28.725816297586018
26,81996,RENT,5.0,MEDICAL,A,10000,7.29,0,0.12,N,4,0.197398823738127,High,10000,0.45,888.2947068215716
24,82632,RENT,0.0,EDUCATION,B,10000,12.21,0,0.12,N,4,0.21173127509587905,High,10000,0.45,952.7907379314557
22,75500,MORTGAGE,6.0,VENTURE,A,12000,,0,0.16,N,4,0.07941778759411386,Medium,12000,0.45,428.8560530082149
25,75500,MORTGAGE,9.0,EDUCATION,B,7000,11.36,0,0.09,N,2,0.10589572284408148,Medium,7000,0.45,333.5715269588567
23,82650,RENT,7.0,PERSONAL,B,10000,12.21,0,0.12,N,3,0.24975813605057168,High,10000,0.45,1123.9116122275725
26,75555,MORTGAGE,4.0,MEDICAL,B,10000,10.39,0,0.13,N,2,0.1874723458230345,High,10000,0.45,843.6255562036552
24,82800,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.12,N,3,0.30608455593841116,High,10000,0.45,1377.38050172285
22,75600,MORTGAGE,6.0,PERSONAL,A,10675,6.62,0,0.14,N,3,0.0957900527547906,Medium,10675,0.45,460.1514659208254
24,75600,MORTGAGE,5.0,VENTURE,A,7200,5.99,0,0.1,N,2,0.043531159097260436,Low,7200,0.45,141.0409554751238
25,75600,MORTGAGE,7.0,MEDICAL,C,15000,12.68,0,0.2,N,2,0.32555549408494017,High,15000,0.45,2197.499585073346
23,83000,RENT,3.0,MEDICAL,A,10000,6.54,0,0.12,N,3,0.19044827364819963,High,10000,0.45,857.0172314168983
22,75600,MORTGAGE,3.0,EDUCATION,A,10000,,0,0.13,N,4,0.09940081925902926,Medium,10000,0.45,447.30368666563163
22,83200,RENT,3.0,EDUCATION,D,10000,16.29,0,0.12,N,4,0.7727324200994953,High,10000,0.45,3477.2958904477287
25,75600,MORTGAGE,2.0,PERSONAL,A,14500,9.63,0,0.19,N,4,0.14298852367364775,Medium,14500,0.45,933.0001169705516
23,75689,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,11.12,0,0.33,N,4,0.4229170339750946,High,25000,0.45,4757.816632219815
24,75744,MORTGAGE,2.0,PERSONAL,B,15000,10.38,0,0.2,N,2,0.19800575184259522,High,15000,0.45,1336.5388249375178
22,75744,MORTGAGE,6.0,VENTURE,B,6700,11.83,0,0.09,N,2,0.07726058916428995,Medium,6700,0.45,232.94067633033418
25,84000,RENT,3.0,DEBTCONSOLIDATION,C,10000,,0,0.12,Y,4,0.3638617622300571,High,10000,0.45,1637.377930035257
25,84000,RENT,5.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.12,N,2,0.45850465584536554,High,10000,0.45,2063.270951304145
23,84000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.12,N,2,0.196373102612278,High,10000,0.45,883.678961755251
23,84000,RENT,1.0,VENTURE,A,10000,7.49,0,0.12,N,4,0.08839785424566372,Medium,10000,0.45,397.7903441054868
26,75873,MORTGAGE,6.0,PERSONAL,B,1200,10.25,0,0.02,N,2,0.0915345415534682,Medium,1200,0.45,49.428652438872824
23,75885,MORTGAGE,7.0,MEDICAL,C,3000,11.03,0,0.04,Y,4,0.1671332270913849,High,3000,0.45,225.62985657336964
25,75912,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22400,9.99,0,0.3,N,4,0.4359946697033049,High,22400,0.45,4394.826270609314
25,75996,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,N,3,0.2195044331373883,High,10000,0.45,987.7699491182474
26,59497,OWN,2.0,MEDICAL,E,7000,17.88,1,0.1,N,2,0.4809357610240265,High,7000,0.45,1514.9476472256836
23,75996,MORTGAGE,7.0,MEDICAL,B,15000,10.62,0,0.2,N,2,0.25695304235203753,High,15000,0.45,1734.4330358762534
25,75996,MORTGAGE,9.0,MEDICAL,A,9000,7.74,0,0.12,N,3,0.12565492645583742,Medium,9000,0.45,508.90245214614157
26,75996,OWN,7.0,VENTURE,B,8000,11.83,0,0.11,N,3,0.018521005682715166,Low,8000,0.45,66.6756204577746
23,78996,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.99,1,0.13,Y,3,0.5109754660882183,High,10000,0.45,2299.3895973969825
24,84996,RENT,3.0,HOMEIMPROVEMENT,D,10000,15.21,0,0.12,N,4,0.8821936511583731,High,10000,0.45,3969.871430212679
21,76000,MORTGAGE,6.0,MEDICAL,B,14000,12.69,0,0.18,N,3,0.2577167668431169,High,14000,0.45,1623.6156311116365
23,76000,MORTGAGE,7.0,MEDICAL,B,3600,10.65,0,0.05,N,3,0.14178791164912002,Medium,3600,0.45,229.69641687157446
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.08,N,3,0.12184164442742781,Medium,6000,0.45,328.97243995405506
24,76000,MORTGAGE,8.0,PERSONAL,A,12000,6.03,0,0.16,N,2,0.10184517671689326,Medium,12000,0.45,549.9639542712237
22,73000,RENT,0.0,PERSONAL,D,10000,18.25,1,0.14,Y,2,0.8661267080757785,High,10000,0.45,3897.5701863410036
24,76000,MORTGAGE,7.0,VENTURE,A,13500,8.49,0,0.18,N,4,0.07347222763004703,Medium,13500,0.45,446.3437828525357
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,13500,9.99,0,0.18,N,3,0.24428326793226754,High,13500,0.45,1484.0208526885253
26,76000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5425,8.49,0,0.07,N,3,0.13901078082025822,Medium,5425,0.45,339.3600686774554
22,76000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0,0.32,N,2,0.20064771143953583,High,24000,0.45,2166.995283546987
22,85000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.12,N,3,0.21738054099762888,High,10000,0.45,978.21243448933
22,76000,MORTGAGE,0.0,EDUCATION,B,15000,10.99,0,0.2,N,3,0.1733269760764392,High,15000,0.45,1169.9570885159646
24,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20050,10.59,0,0.26,N,2,0.322733368295342,High,20050,0.45,2911.861815444723
24,85000,RENT,8.0,PERSONAL,B,10000,10.37,0,0.12,N,4,0.22583752578295216,High,10000,0.45,1016.2688660232848
23,85000,RENT,5.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.12,N,4,0.1992399542488389,High,10000,0.45,896.5797941197751
26,85000,RENT,3.0,HOMEIMPROVEMENT,A,10000,,0,0.12,N,2,0.3095697132685703,High,10000,0.45,1393.0637097085662
24,85000,RENT,6.0,PERSONAL,C,10000,13.72,0,0.12,Y,2,0.3178092984538448,High,10000,0.45,1430.1418430423016
25,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14000,7.66,0,0.18,N,3,0.2051185490034065,High,14000,0.45,1292.246858721461
25,76000,MORTGAGE,9.0,PERSONAL,C,6000,12.98,0,0.08,Y,2,0.16880409682083572,High,6000,0.45,455.77106141625643
25,76000,MORTGAGE,3.0,PERSONAL,A,20000,6.54,0,0.26,N,4,0.15658473295517703,High,20000,0.45,1409.2625965965933
24,85000,RENT,8.0,PERSONAL,E,10000,16.0,0,0.12,Y,3,0.8512382414818574,High,10000,0.45,3830.5720866683587
23,73000,RENT,0.0,EDUCATION,D,10000,14.11,1,0.14,N,3,0.7883159868033781,High,10000,0.45,3547.4219406152015
23,85000,RENT,7.0,MEDICAL,B,10000,11.89,0,0.12,N,4,0.3098113311937497,High,10000,0.45,1394.1509903718738
23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,20000,,0,0.26,N,4,0.27648450962363663,High,20000,0.45,2488.36058661273
26,85500,RENT,0.0,EDUCATION,A,10000,,0,0.12,N,2,0.15805246489742997,High,10000,0.45,711.2360920384349
26,86000,RENT,4.0,EDUCATION,C,10000,13.49,0,0.12,N,3,0.2614550273283839,High,10000,0.45,1176.5476229777275
25,86000,RENT,10.0,HOMEIMPROVEMENT,D,10000,,0,0.12,N,2,0.8458090616631926,High,10000,0.45,3806.140777484367
22,87000,RENT,4.0,EDUCATION,B,10000,11.26,0,0.11,N,3,0.1816223654018978,High,10000,0.45,817.3006443085401
23,76000,OWN,3.0,EDUCATION,B,18000,10.99,0,0.24,N,2,0.048940875215952126,Low,18000,0.45,396.42108924921223
24,75996,RENT,1.0,DEBTCONSOLIDATION,E,10000,16.0,1,0.13,N,2,0.9028407501828967,High,10000,0.45,4062.7833758230354
26,88000,RENT,10.0,VENTURE,B,10000,12.69,0,0.11,N,2,0.1367591963701017,Medium,10000,0.45,615.4163836654577
23,59500,MORTGAGE,1.0,MEDICAL,B,20000,11.83,1,0.29,N,4,0.41532781148024367,High,20000,0.45,3737.9503033221936
22,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,25000,13.79,1,0.36,N,3,0.6125458284805075,High,25000,0.45,6891.14057040571
23,90000,RENT,7.0,EDUCATION,B,10000,12.69,0,0.11,N,4,0.1971532080419231,High,10000,0.45,887.189436188654
25,70000,MORTGAGE,4.0,PERSONAL,C,15000,13.16,1,0.21,Y,3,0.3003217202376359,High,15000,0.45,2027.1716116040427
24,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,,0,0.11,N,2,0.23566536708155197,High,10000,0.45,1060.4941518669839
25,59623,MORTGAGE,9.0,MEDICAL,B,3400,,1,0.05,N,2,0.1451087157041896,Medium,3400,0.45,222.01633502741012
26,76160,MORTGAGE,10.0,EDUCATION,A,7400,7.51,0,0.1,N,2,0.06994110067727072,Medium,7400,0.45,232.9038652553115
25,76209,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3000,,0,0.04,Y,4,0.17716888790446797,High,3000,0.45,239.17799867103176
25,90000,RENT,9.0,DEBTCONSOLIDATION,B,10000,12.42,0,0.11,N,2,0.305944704428658,High,10000,0.45,1376.7511699289612
25,90000,RENT,5.0,PERSONAL,A,10000,7.49,0,0.11,N,2,0.13808225726079487,Medium,10000,0.45,621.370157673577
22,76296,MORTGAGE,6.0,VENTURE,A,18000,7.88,0,0.24,N,3,0.09365971923157804,Medium,18000,0.45,758.6437257757822
25,76300,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,11.86,0,0.04,N,2,0.18971878162887065,High,3000,0.45,256.1203551989754
23,90000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.11,N,3,0.19438849897886562,High,10000,0.45,874.7482454048953
22,59813,MORTGAGE,6.0,MEDICAL,E,20000,17.74,1,0.28,N,3,0.9233557746583634,High,20000,0.45,8310.201971925271
26,90000,RENT,2.0,PERSONAL,A,10000,7.49,0,0.11,N,4,0.1383075343818771,Medium,10000,0.45,622.383904718447
24,90000,RENT,8.0,HOMEIMPROVEMENT,B,10000,,0,0.11,N,2,0.3405327837133381,High,10000,0.45,1532.3975267100216
26,76486,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.08,N,4,0.1427916877749075,Medium,6000,0.45,385.53755699225025
24,76494,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,,0,0.16,N,3,0.1948442046836902,High,12000,0.45,1052.1587052919272
26,70500,MORTGAGE,11.0,PERSONAL,A,14500,7.49,1,0.21,N,3,0.154546554802475,High,14500,0.45,1008.4162700861494
21,78000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.57,1,0.13,Y,4,0.8760239532595739,High,10000,0.45,3942.1077896680827
23,76500,MORTGAGE,2.0,EDUCATION,A,4800,7.51,0,0.06,N,4,0.056572210875201215,Medium,4800,0.45,122.19597549043463
22,76500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,15000,,0,0.2,Y,4,0.3287063379402313,High,15000,0.45,2218.7677810965615
23,90000,RENT,4.0,VENTURE,A,10000,7.51,0,0.11,N,2,0.07857459958002178,Medium,10000,0.45,353.585698110098
26,76596,MORTGAGE,2.0,EDUCATION,C,24000,12.73,0,0.31,Y,3,0.3227336503785808,High,24000,0.45,3485.5234240886734
24,90000,RENT,8.0,HOMEIMPROVEMENT,B,10000,11.89,0,0.11,N,4,0.3559954733565671,High,10000,0.45,1601.9796301045521
26,91000,RENT,6.0,DEBTCONSOLIDATION,C,10000,,0,0.11,N,4,0.3260477507541959,High,10000,0.45,1467.2148783938815
25,76700,MORTGAGE,1.0,VENTURE,E,14800,19.42,0,0.19,Y,4,0.7462097061795785,High,14800,0.45,4969.7566431559935
23,91000,RENT,5.0,EDUCATION,B,10000,10.2,0,0.11,N,2,0.17014679475685363,High,10000,0.45,765.6605764058413
22,76800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,6.62,0,0.08,N,4,0.10648238856088914,Medium,6000,0.45,287.5024491144007
22,76800,MORTGAGE,4.0,PERSONAL,A,12000,8.9,0,0.16,N,2,0.12313479293511606,Medium,12000,0.45,664.9278818496267
26,76800,MORTGAGE,2.0,PERSONAL,A,12800,6.92,0,0.17,N,4,0.11230141030690778,Medium,12800,0.45,646.8561233677888
25,76800,MORTGAGE,8.0,EDUCATION,A,6500,5.79,0,0.08,N,4,0.05388769663569475,Medium,6500,0.45,157.62151265940716
25,76800,MORTGAGE,5.0,PERSONAL,C,20000,,0,0.26,Y,2,0.29399368743410487,High,20000,0.45,2645.943186906944
21,76800,MORTGAGE,5.0,PERSONAL,D,8000,14.96,0,0.1,Y,3,0.6597392920667883,High,8000,0.45,2375.061451440438
23,76800,MORTGAGE,4.0,VENTURE,A,10000,9.63,0,0.13,N,4,0.06141986237237236,Medium,10000,0.45,276.3893806756756
23,92000,RENT,7.0,VENTURE,B,10000,11.71,0,0.11,N,4,0.13059941244288628,Medium,10000,0.45,587.6973559929883
22,76875,MORTGAGE,0.0,MEDICAL,A,13750,,0,0.18,N,4,0.1955778258021159,High,13750,0.45,1210.1377971505922
23,76896,MORTGAGE,8.0,EDUCATION,B,25000,11.71,0,0.33,N,2,0.2916000314388269,High,25000,0.45,3280.500353686803
24,77000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,12.42,0,0.16,N,2,0.25785237115201315,High,12000,0.45,1392.402804220871
26,92652,RENT,4.0,VENTURE,C,10000,13.23,0,0.11,Y,2,0.17260873369782279,High,10000,0.45,776.7393016402026
25,77000,MORTGAGE,8.0,EDUCATION,A,12000,7.9,0,0.16,N,4,0.09462356591318623,Medium,12000,0.45,510.9672559312056
22,77000,MORTGAGE,6.0,MEDICAL,A,12400,7.51,0,0.16,N,4,0.14403736258765287,Medium,12400,0.45,803.7284832391031
23,93000,RENT,6.0,EDUCATION,C,10000,14.26,0,0.11,N,2,0.24958742563372002,High,10000,0.45,1123.14341535174
25,77000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000,6.03,0,0.12,N,3,0.15135915836248995,High,9000,0.45,613.0045913680843
24,94000,RENT,8.0,HOMEIMPROVEMENT,E,10000,18.64,0,0.11,N,2,0.9187303337105093,High,10000,0.45,4134.286501697292
26,71000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,4,0.7312280989897333,High,6000,0.45,1974.3158672722798
23,77000,OWN,3.0,VENTURE,A,3500,5.99,0,0.05,N,2,0.007080340816929897,Low,3500,0.45,11.151536786664588
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.04,N,3,0.09269022230341487,Medium,3000,0.45,125.13180010961007
24,77000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,11.99,0,0.05,N,2,0.19611901587150934,High,4000,0.45,353.0142285687168
22,60350,MORTGAGE,6.0,MEDICAL,D,35000,16.89,1,0.49,N,3,0.9634382781276135,High,35000,0.45,15174.152880509913
23,94000,RENT,0.0,MEDICAL,B,10000,9.45,0,0.11,N,3,0.250205606247197,High,10000,0.45,1125.9252281123865
24,77000,MORTGAGE,2.0,EDUCATION,B,3850,11.11,0,0.05,N,2,0.08860128058218987,Medium,3850,0.45,153.50171860864396
25,70550,RENT,6.0,MEDICAL,E,10000,16.77,1,0.12,N,3,0.8878875022133567,High,10000,0.45,3995.493759960105
23,95000,RENT,3.0,PERSONAL,A,10000,6.17,0,0.11,N,3,0.1285517826546081,Medium,10000,0.45,578.4830219457365
24,95000,RENT,8.0,DEBTCONSOLIDATION,A,10000,,0,0.11,N,2,0.2355132759190256,High,10000,0.45,1059.8097416356152
25,44966,RENT,3.0,MEDICAL,A,10025,5.42,0,0.22,N,4,0.4319024434255582,High,10025,0.45,1948.4198979035496
23,65400,RENT,1.0,DEBTCONSOLIDATION,C,10075,13.98,0,0.15,Y,2,0.5062814451070762,High,10075,0.45,2295.3535017542067
26,29136,RENT,0.0,PERSONAL,D,10100,13.55,1,0.35,Y,4,0.9848929322865759,High,10100,0.45,4476.338377242488
22,71000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3200,10.25,1,0.05,N,3,0.15363348260404158,High,3200,0.45,221.2322149498199
23,77000,MORTGAGE,7.0,EDUCATION,A,10000,7.88,0,0.13,N,4,0.08087719346853571,Medium,10000,0.45,363.9473706084107
24,70000,RENT,4.0,VENTURE,C,10125,14.65,0,0.14,Y,3,0.2500628076118519,High,10125,0.45,1139.3486671815003
25,77000,MORTGAGE,6.0,EDUCATION,D,8000,15.33,0,0.1,N,2,0.6031289949824363,High,8000,0.45,2171.264381936771
22,77000,MORTGAGE,5.0,EDUCATION,B,21000,11.48,0,0.27,N,3,0.22226022446030153,High,21000,0.45,2100.3591211498497
23,69000,RENT,6.0,DEBTCONSOLIDATION,B,10150,11.99,0,0.15,N,3,0.41222459602513783,High,10150,0.45,1882.8358423448171
24,77000,MORTGAGE,8.0,MEDICAL,A,14000,8.94,0,0.18,N,3,0.1682134185052299,High,14000,0.45,1059.7445365829483
20,77000,MORTGAGE,4.0,VENTURE,A,6000,8.0,0,0.08,N,2,0.04461178300505257,Low,6000,0.45,120.45181411364194
26,77000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5400,13.04,0,0.07,Y,3,0.22176435409226483,High,5400,0.45,538.8873804442036
24,71000,MORTGAGE,6.0,EDUCATION,B,5000,10.39,1,0.07,N,2,0.0953477306828636,Medium,5000,0.45,214.53239403644312
23,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,20000,15.13,1,0.28,Y,2,0.9186332376346603,High,20000,0.45,8267.699138711943
26,40000,RENT,3.0,MEDICAL,C,10200,,0,0.26,N,3,0.7437895316307664,High,10200,0.45,3413.993950185218
26,77004,MORTGAGE,0.0,MEDICAL,B,6000,11.99,0,0.08,N,4,0.17183242945502794,High,6000,0.45,463.9475595285754
25,77004,MORTGAGE,9.0,PERSONAL,B,15000,9.63,0,0.19,N,2,0.16993321836663605,High,15000,0.45,1147.0492239747934
23,77004,MORTGAGE,6.0,MEDICAL,A,12000,5.79,0,0.16,N,3,0.13366938989810526,Medium,12000,0.45,721.8147054497684
24,42000,RENT,4.0,EDUCATION,A,10200,7.49,0,0.24,N,4,0.39606669596566024,High,10200,0.45,1817.9461344823806
23,77004,MORTGAGE,7.0,VENTURE,A,6000,7.88,0,0.08,N,2,0.04378677966276161,Low,6000,0.45,118.22430508945634
24,71004,MORTGAGE,8.0,DEBTCONSOLIDATION,D,5000,14.96,1,0.07,Y,3,0.7257183590904763,High,5000,0.45,1632.8663079535718
25,71004,MORTGAGE,1.0,DEBTCONSOLIDATION,E,2400,17.04,1,0.03,N,3,0.7568091176717909,High,2400,0.45,817.3538470855342
25,77004,MORTGAGE,2.0,DEBTCONSOLIDATION,C,16000,13.92,0,0.21,N,2,0.3701407703275107,High,16000,0.45,2665.0135463580773
20,77052,MORTGAGE,4.0,EDUCATION,B,24250,11.36,0,0.31,N,2,0.2535482491554435,High,24250,0.45,2766.845268908777
25,77078,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3425,12.18,0,0.04,N,2,0.15112989467087606,High,3425,0.45,232.92895016148773
22,50004,RENT,6.0,EDUCATION,D,10200,15.21,0,0.2,N,4,0.8939060377244477,High,10200,0.45,4103.028713155215
23,55000,RENT,0.0,PERSONAL,C,10200,12.73,0,0.19,Y,2,0.5077174713020204,High,10200,0.45,2330.4231932762737
22,77237,MORTGAGE,0.0,MEDICAL,A,5875,6.17,0,0.08,N,3,0.09733399881163468,Medium,5875,0.45,257.3267593582592
24,77237,MORTGAGE,8.0,MEDICAL,A,15000,6.17,0,0.19,N,3,0.1453481884709551,Medium,15000,0.45,981.1002721789469
23,85000,RENT,1.0,DEBTCONSOLIDATION,A,10200,,0,0.12,N,3,0.25593221808647987,High,10200,0.45,1174.7288810169425
22,90000,RENT,6.0,MEDICAL,B,10200,11.71,0,0.11,N,3,0.2772464705217226,High,10200,0.45,1272.5612996947066
24,77350,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4800,13.79,0,0.06,Y,4,0.22123961809445997,High,4800,0.45,477.8775750840336
24,100000,RENT,1.0,PERSONAL,C,10200,12.99,0,0.1,Y,4,0.2537282251496398,High,10200,0.45,1164.6125534368466
24,22000,RENT,8.0,EDUCATION,A,11000,7.51,1,0.5,N,2,0.9432162779314256,High,11000,0.45,4668.920575760557
26,27000,RENT,9.0,DEBTCONSOLIDATION,A,11000,8.9,1,0.41,N,3,0.9145164791482248,High,11000,0.45,4526.856571783713
23,27000,RENT,7.0,DEBTCONSOLIDATION,A,11000,8.59,1,0.41,N,4,0.9137501980465467,High,11000,0.45,4523.063480330406
22,27300,RENT,1.0,MEDICAL,B,11000,11.48,1,0.4,N,4,0.9325696312604558,High,11000,0.45,4616.219674739256
21,29000,RENT,6.0,MEDICAL,C,11000,13.49,1,0.38,Y,2,0.9395780352799044,High,11000,0.45,4650.911274635527
21,29004,RENT,5.0,MEDICAL,C,11000,14.22,1,0.38,N,2,0.9403682027010298,High,11000,0.45,4654.822603370098
23,29472,RENT,3.0,DEBTCONSOLIDATION,C,11000,13.49,1,0.37,N,4,0.9344256106370572,High,11000,0.45,4625.406772653433
